filename,No_DR,mild,moderate,proliferate_DR,severe
Proliferate_DR_1_png.rf.fc3110d9177fa3ebf7198c5c834984d7.jpg,0,0,0,1,0
No_DR_46_png.rf.fd6ded09ac0d9fe21970b30a6265241c.jpg,1,0,0,0,0
Proliferate_DR_101_png.rf.0f7516124113e43895128b4f77bb2e3e.jpg,0,0,0,1,0
No_DR_52_png.rf.2d0f8c3640b9ae963a9e1722e453d0d3.jpg,1,0,0,0,0
No_DR_53_png.rf.3143a66c4304f3478f2c855be9faf44c.jpg,1,0,0,0,0
No_DR_55_png.rf.385045c8f3d20c35abe183d28d6994f0.jpg,1,0,0,0,0
No_DR_362_png.rf.3b0979b5fe2feff3eb32abef0872689b.jpg,1,0,0,0,0
No_DR_68_png.rf.3c97e2b8ca280a2a312447f1fad14f9a.jpg,1,0,0,0,0
No_DR_69_png.rf.3fce2afca11c8454a5156d7627c17fc1.jpg,1,0,0,0,0
Proliferate_DR_1_png.rf.50238dc43004bb26d421ebda44207004.jpg,0,0,0,1,0
Proliferate_DR_100_png.rf.58b279300e8b97e7aaca316b3e77941a.jpg,0,0,0,1,0
No_DR_67_png.rf.5e45c9e34431edab4ba27f80d00363fe.jpg,1,0,0,0,0
No_DR_6_png.rf.5f9879d8e43f7a281a642e0d47b4d3ce.jpg,1,0,0,0,0
No_DR_97_png.rf.7ec68074f800c1a016286e652004cfc3.jpg,1,0,0,0,0
No_DR_50_png.rf.9e4d759aa1eb047a562cf2a72e36637b.jpg,1,0,0,0,0
No_DR_99_png.rf.be040278ad53740e6cf0480faf428e60.jpg,1,0,0,0,0
No_DR_373_png.rf.c73419b121e21cfb1372691bede13355.jpg,1,0,0,0,0
No_DR_56_png.rf.d062b902a7c6068593f126acd7a3bfe1.jpg,1,0,0,0,0
No_DR_61_png.rf.e0e071690cfe61d65ea2770dfaa09bc9.jpg,1,0,0,0,0
No_DR_93_png.rf.12b5af6adb3e00e3eab78dd329e74988.jpg,1,0,0,0,0
No_DR_386_png.rf.1de33a21977197952376521752f9cf85.jpg,1,0,0,0,0
No_DR_86_png.rf.21afbc733c1e0123795f9be1e7662243.jpg,1,0,0,0,0
No_DR_9_png.rf.2ba91bb59c7b2e41ce63ae3ca09740c5.jpg,1,0,0,0,0
No_DR_387_png.rf.2bc967dc76938ea92b2344a0eec37429.jpg,1,0,0,0,0
No_DR_385_png.rf.37d761c02c72c160982b2c091cf8d878.jpg,1,0,0,0,0
No_DR_82_png.rf.3a7a77cdc0c85440b080bfff2a0843b0.jpg,1,0,0,0,0
No_DR_94_png.rf.5bec4e6d9bff5afc59fe3f61cf3ef20e.jpg,1,0,0,0,0
No_DR_77_png.rf.7286a146ec0c685953e36fa052959b47.jpg,1,0,0,0,0
No_DR_79_png.rf.7da44920a8f2e64e63f0e8426e30908e.jpg,1,0,0,0,0
No_DR_8_png.rf.a4231e90ffea481b2890dd921ddac0aa.jpg,1,0,0,0,0
No_DR_91_png.rf.aafd87b99b01ef81405b960f0aadb37c.jpg,1,0,0,0,0
No_DR_82_png.rf.aca6a1e2efc9fd1f6149722a974a2359.jpg,1,0,0,0,0
No_DR_80_png.rf.d26bcb070c753c999bed91d55f1d9838.jpg,1,0,0,0,0
No_DR_86_png.rf.e6a4761cd8a4277331711174ec9cfd05.jpg,1,0,0,0,0
No_DR_85_png.rf.f0ea7049aab267b12329e648e09c813d.jpg,1,0,0,0,0
No_DR_85_png.rf.f265a043908706d48816090572c411f9.jpg,1,0,0,0,0
No_DR_390_png.rf.9bb193910427053db477132ef797b948.jpg,1,0,0,0,0
Proliferate_DR_105_png.rf.35961ef48713af5dc73edb3895bfa9ca.jpg,0,0,0,1,0
Proliferate_DR_106_png.rf.3f54c8d19239fd881ecadb31b993d565.jpg,0,0,0,1,0
No_DR_99_png.rf.58772092ab20b01270e1c484bfcb0fc8.jpg,1,0,0,0,0
No_DR_93_png.rf.6e904ad805c5a28113c79f4bb1726581.jpg,1,0,0,0,0
Proliferate_DR_104_png.rf.d733a496f8d3a61f4d7a618ab9f4e68d.jpg,0,0,0,1,0
No_DR_94_png.rf.e633d02e72c2654615bc382566fd2cb6.jpg,1,0,0,0,0
No_DR_80_png.rf.1d033752ec1e6b4f807f3f96967a1289.jpg,1,0,0,0,0
No_DR_97_png.rf.2e988d3f3155206489355048d40fdc7b.jpg,1,0,0,0,0
Proliferate_DR_100_png.rf.2ebbd710f25d7f2d469edc3ab49db29b.jpg,0,0,0,1,0
No_DR_75_png.rf.42da739fd1aa2beae5c53dd826969185.jpg,1,0,0,0,0
Proliferate_DR_1_png.rf.4c38766105e4f26a4fba3e1ffba59b5a.jpg,0,0,0,1,0
No_DR_76_png.rf.72f21cfc7be6f83d8c2588039b62eb50.jpg,1,0,0,0,0
No_DR_94_png.rf.73d2c544b166a77e5de7e8ba7a6b0304.jpg,1,0,0,0,0
No_DR_95_png.rf.a282e2db84eb151999a50403b9763c1e.jpg,1,0,0,0,0
No_DR_82_png.rf.dd3074a6769852c5fa2d9b50bc196f29.jpg,1,0,0,0,0
No_DR_77_png.rf.efdbd1cd1b2511bedac2b9940ff27e20.jpg,1,0,0,0,0
No_DR_77_png.rf.2274c03ea28de1cc4e63f8f3cfa4326f.jpg,1,0,0,0,0
Proliferate_DR_107_png.rf.2999cf643e723fbbe03777839b5ccec0.jpg,0,0,0,1,0
No_DR_68_png.rf.3c40c4676c04c6424de1fc30da074733.jpg,1,0,0,0,0
No_DR_75_png.rf.46becf135951bd2521d6f0e8f61c1424.jpg,1,0,0,0,0
No_DR_69_png.rf.645e1865befc51e870961cb91c355bd4.jpg,1,0,0,0,0
No_DR_79_png.rf.6695a35f770ef20886dbcae9bf36278c.jpg,1,0,0,0,0
No_DR_8_png.rf.8b4c5d2ec5f81dc80e790105c8124df2.jpg,1,0,0,0,0
No_DR_76_png.rf.997b7968d041397c69eaca4acc1fa59d.jpg,1,0,0,0,0
No_DR_80_png.rf.f4dcf55224e74142b9e8946cfec8d95d.jpg,1,0,0,0,0
No_DR_75_png.rf.fa5ee943c8144ba1b28a85cf2bba0450.jpg,1,0,0,0,0
No_DR_76_png.rf.fc474d3ceaf8cf36c61bfe2dbabcb291.jpg,1,0,0,0,0
No_DR_91_png.rf.1eb8c2f1d2df865b76f64407937d1e72.jpg,1,0,0,0,0
No_DR_88_png.rf.3aab060b10c3d354222d8fb30d5402b3.jpg,1,0,0,0,0
No_DR_88_png.rf.66c4d95fa5e373d238ffebb62d603b97.jpg,1,0,0,0,0
No_DR_9_png.rf.6dc2a97bc7ceff9ce3f4f8bc81e65ca8.jpg,1,0,0,0,0
No_DR_95_png.rf.d22076f1b6fe4aa97736f74368f2ec66.jpg,1,0,0,0,0
No_DR_93_png.rf.ed168f706cb2c07e840c931509057f43.jpg,1,0,0,0,0
Moderate_282_png.rf.ffef0036f1e679a91d19e2d68a9f40d3.jpg,0,0,1,0,0
Moderate_252_png.rf.1b1581fe5c5ba1b0a15647792d5d1a16.jpg,0,0,1,0,0
Severe_40_png.rf.3615d7dfdadc6a1c89611bb97fe559cf.jpg,0,0,0,0,1
Moderate_229_png.rf.3eda8d89ca37d531f30262f9ab969e1e.jpg,0,0,1,0,0
Moderate_234_png.rf.422d304e1ee92c65376819f3cfb163db.jpg,0,0,1,0,0
Severe_170_png.rf.4394a6d5283d203cf164aa748282bcb1.jpg,0,0,0,0,1
Severe_45_png.rf.6045cc0f35ea23a34c419b6b544a6f39.jpg,0,0,0,0,1
Severe_44_png.rf.8c3dcd63328105c95eb914685f1b17b9.jpg,0,0,0,0,1
Moderate_232_png.rf.94f8f52f84632e805ea0ff68f4060b81.jpg,0,0,1,0,0
Moderate_233_png.rf.abe23c0ccd84bf043744a528024f1090.jpg,0,0,1,0,0
Moderate_228_png.rf.ad9119b01d1a6d5be2f92d306b466a68.jpg,0,0,1,0,0
Severe_162_png.rf.c286e7ee85649f79f1b867055de117b3.jpg,0,0,0,0,1
Severe_46_png.rf.c41bf68d837589a5fc0add9cb72c1d2c.jpg,0,0,0,0,1
Severe_171_png.rf.ca7e81487476f47e6b4db73a13acc102.jpg,0,0,0,0,1
Severe_164_png.rf.ccda910c7607f9906bbe90d0bd66445c.jpg,0,0,0,0,1
Moderate_230_png.rf.d0db4060a7780e0201a438465c8eac9a.jpg,0,0,1,0,0
Severe_42_png.rf.d5504432abe19897b880483470c00384.jpg,0,0,0,0,1
Severe_160_png.rf.d8d1dba60965030fcef3d80e6f38e126.jpg,0,0,0,0,1
Severe_4_png.rf.e3e0945db005ef7249e9f7833f7fe45b.jpg,0,0,0,0,1
Severe_27_png.rf.078501bc4af0473464c5742afb154862.jpg,0,0,0,0,1
Severe_23_png.rf.0fedc79bb02430c26c22659faf4e61cc.jpg,0,0,0,0,1
Severe_22_png.rf.180c962faa55927dc4bd04ee4cb44d72.jpg,0,0,0,0,1
Severe_50_png.rf.468b907186e839f52ccef1e08b936965.jpg,0,0,0,0,1
Severe_57_png.rf.6e55961913864c4a6738bf89629d3c37.jpg,0,0,0,0,1
Severe_5_png.rf.7802acb6888343128a2b8b90ac2a4a40.jpg,0,0,0,0,1
Severe_29_png.rf.7c850b8825548185e6e1057f701ef1c7.jpg,0,0,0,0,1
Severe_26_png.rf.963d86edcb50b782e6ef5d65063e57df.jpg,0,0,0,0,1
Severe_25_png.rf.9ea975d6650bd9d91dfcad2cb776a7e3.jpg,0,0,0,0,1
Severe_6_png.rf.a0d06070804b916060b909d80e407994.jpg,0,0,0,0,1
Severe_58_png.rf.a1d9774d9dd972ad2bf2619b534393fe.jpg,0,0,0,0,1
Severe_3_png.rf.cc75e58ea15db03a60c7719ed66a084a.jpg,0,0,0,0,1
Severe_28_png.rf.d81ee9d48c02c54f31a0cf406677db5c.jpg,0,0,0,0,1
Severe_47_png.rf.e87f41473989cff37d6ca0622a66cd65.jpg,0,0,0,0,1
Severe_49_png.rf.f197b454a65013288f3530bdc78f6b0a.jpg,0,0,0,0,1
Moderate_439_png.rf.051ba779bb54e09b9e66b08776c87599.jpg,0,0,1,0,0
Severe_71_png.rf.091ba653970064551020ebcacc114c76.jpg,0,0,0,0,1
Moderate_347_png.rf.29f04d0bb73d818f3e6aed304288106a.jpg,0,0,1,0,0
Severe_68_png.rf.33ad530f3335a1072022af68f57d3994.jpg,0,0,0,0,1
Moderate_349_png.rf.569cce6b64c029fe508cc6364754f880.jpg,0,0,1,0,0
Moderate_42_png.rf.65db2aef668b75ddb1dd5409a24a07ff.jpg,0,0,1,0,0
Severe_70_png.rf.6ad106daee999776f87bacc6a9df6101.jpg,0,0,0,0,1
Moderate_258_png.rf.6db6490668c7b02f1206837ff1dfbcda.jpg,0,0,1,0,0
Moderate_350_png.rf.a7eb61f54ae4002140a7482e0ba7045e.jpg,0,0,1,0,0
Moderate_344_png.rf.ac97693024487f9288b40ffe163eafae.jpg,0,0,1,0,0
Severe_7_png.rf.b4a9713644a94523ddcca9e64ee580a5.jpg,0,0,0,0,1
Moderate_223_png.rf.bf5a1fb1a8a8299361f848b14b2cb371.jpg,0,0,1,0,0
Moderate_221_png.rf.cc887451fcba881fe5042f0e7f8becc4.jpg,0,0,1,0,0
Moderate_35_png.rf.d7a52549ee0e82e63b058bd4cf1b8ba3.jpg,0,0,1,0,0
Moderate_351_png.rf.f1093e493206bb73e4c73ee0ee4034b0.jpg,0,0,1,0,0
Severe_177_png.rf.0ed3f046e2783e4bb69e25f45757f239.jpg,0,0,0,0,1
Severe_22_png.rf.11df350fa10bc02eeada75c8fa09145e.jpg,0,0,0,0,1
Severe_175_png.rf.31b269167c0dba1530f0c31a59a7211b.jpg,0,0,0,0,1
Severe_23_png.rf.3c99dcd19faa65aced2362da7797dd66.jpg,0,0,0,0,1
Severe_21_png.rf.4683f083fdf00766d46b73a85a0cdd06.jpg,0,0,0,0,1
Severe_19_png.rf.4b95c5a12e67b34ece0b6a02b170cfda.jpg,0,0,0,0,1
Moderate_467_png.rf.7116562599f9368f25a450962c06d044.jpg,0,0,1,0,0
Severe_52_png.rf.7b0e7a295566162ef931396ba3384ed8.jpg,0,0,0,0,1
Severe_2_png.rf.7b649f8cee3a55b44b0e17b59839f4f1.jpg,0,0,0,0,1
Severe_192_png.rf.83090143ededd4dbc43958086857fde6.jpg,0,0,0,0,1
Severe_176_png.rf.9b8ff6610f97c54666d59993a2f36a47.jpg,0,0,0,0,1
Severe_20_png.rf.a26f7eb71d71dab76d24a9f854800ec3.jpg,0,0,0,0,1
Severe_65_png.rf.a7e4975a1f5ac6bf12d7395ae643cf22.jpg,0,0,0,0,1
Severe_179_png.rf.aee1fde3c0c570b97111aa1d061b22d9.jpg,0,0,0,0,1
Severe_182_png.rf.b439aa4137bcfc30f57027a61dfe2144.jpg,0,0,0,0,1
Severe_69_png.rf.cde54ac84df3b3a174726cee6c989f7e.jpg,0,0,0,0,1
Severe_64_png.rf.e099d6fa7840bbb69de7bde017830448.jpg,0,0,0,0,1
Severe_68_png.rf.e1ca09c96a83913699d1d1e72405e84e.jpg,0,0,0,0,1
Moderate_458_png.rf.ef3c42c6c550ade5d009e1be57eca5d0.jpg,0,0,1,0,0
Severe_181_png.rf.ff2caf2cb294fe69e57b82166eb36f99.jpg,0,0,0,0,1
Moderate_313_png.rf.0ca834825e131d7a0025c35bc3703852.jpg,0,0,1,0,0
Moderate_445_png.rf.0faedc5cdd9d897e1a6e7d93ddb41b82.jpg,0,0,1,0,0
Moderate_311_png.rf.22b805c6fd47521c9bae71f5bc1eb98d.jpg,0,0,1,0,0
Moderate_454_png.rf.23d82cd3410f51389e7661069ba5f52c.jpg,0,0,1,0,0
Moderate_314_png.rf.2c65fc1263deaa33e0632a12d24567b4.jpg,0,0,1,0,0
Moderate_309_png.rf.32576f41109de6b8692a3edff6873b73.jpg,0,0,1,0,0
Moderate_294_png.rf.36a33f67be0836a00abc27b2ce06c916.jpg,0,0,1,0,0
Moderate_290_png.rf.378eef4443c2af350a89dee1b6927ed3.jpg,0,0,1,0,0
Moderate_447_png.rf.5b0775774ffec38c00209a32babb5ff7.jpg,0,0,1,0,0
Moderate_291_png.rf.5d08cee21e9d23544a2f74fa8afc792f.jpg,0,0,1,0,0
Moderate_298_png.rf.8a5a42285f4b5eb0048e12c3b380cde5.jpg,0,0,1,0,0
Moderate_446_png.rf.a052a97c9360f17d6b675d33234af3b5.jpg,0,0,1,0,0
Moderate_449_png.rf.b08f41f64e9e005105c4bbde5eff51d4.jpg,0,0,1,0,0
Moderate_271_png.rf.bb9241a8b88c2834331c454726d493fd.jpg,0,0,1,0,0
Moderate_297_png.rf.c36230ea5471f8aee7086292d6fd7501.jpg,0,0,1,0,0
Moderate_264_png.rf.c58a3dd1ef978f741ae7ea11715b2f5d.jpg,0,0,1,0,0
Moderate_292_png.rf.d27ce6a12526e762f5aedd6ac17e7203.jpg,0,0,1,0,0
Moderate_315_png.rf.d404807612ea1690c7c96c2ece7560e3.jpg,0,0,1,0,0
Moderate_448_png.rf.eabc90e2c4719af9d081613a0012ce4d.jpg,0,0,1,0,0
Severe_34_png.rf.105d1775e815e04da009b9871353e3df.jpg,0,0,0,0,1
Moderate_471_png.rf.25076e215bc60f21aaf7af7bb7366d5a.jpg,0,0,1,0,0
Moderate_469_png.rf.2a226ccefe69d7971ef216619ead45ef.jpg,0,0,1,0,0
Moderate_255_png.rf.30b3c83cdae10ef1974375db1ce8f3ed.jpg,0,0,1,0,0
Severe_37_png.rf.312956182313e92efdff1e5f44290242.jpg,0,0,0,0,1
Moderate_468_png.rf.36f0041fb793883d003fbb75a9de729f.jpg,0,0,1,0,0
Severe_189_png.rf.3da32eb6e0796716f353f5f2cc774032.jpg,0,0,0,0,1
Severe_29_png.rf.42197a3a7ce85c527b523759781c988e.jpg,0,0,0,0,1
Severe_24_png.rf.523f60d8f618f772326fca515800e684.jpg,0,0,0,0,1
Severe_39_png.rf.626ed69be89bb49da6cef8e174675d03.jpg,0,0,0,0,1
Moderate_470_png.rf.72521c3e9a70c52bba8f621afbf42ade.jpg,0,0,1,0,0
Severe_26_png.rf.7473d38b7d679d7680cbc18f9c462aca.jpg,0,0,0,0,1
Severe_27_png.rf.8fd30fee3d38359ca9bb4e35dd22c178.jpg,0,0,0,0,1
Severe_33_png.rf.9e583055fc7f2b6c097c21db24a63ad5.jpg,0,0,0,0,1
Severe_32_png.rf.a9766d8effe91b247b6a2f3da21c0a87.jpg,0,0,0,0,1
Moderate_473_png.rf.b95769a2162ed2a58e67d75ad8bebd75.jpg,0,0,1,0,0
Severe_28_png.rf.e82f2b74f872e7678a2900077ad2a6b1.jpg,0,0,0,0,1
Severe_25_png.rf.f7575563907e3f8a259f7a961bdf5615.jpg,0,0,0,0,1
Severe_3_png.rf.fe4c793fd80ccbd5f6f163787326705f.jpg,0,0,0,0,1
Severe_162_png.rf.0160d9d0c04362e2c08c1431aa4a6f8d.jpg,0,0,0,0,1
Severe_75_png.rf.16045e4f5c166adaf17795b85d58e222.jpg,0,0,0,0,1
Moderate_36_png.rf.194c8b26215cfb0f9a4c1056ca099587.jpg,0,0,1,0,0
Severe_70_png.rf.2d10702fec7f048f89ecbb74b6cbdf0e.jpg,0,0,0,0,1
Severe_161_png.rf.3cc419267b061f29963b100a8cfa787d.jpg,0,0,0,0,1
Severe_78_png.rf.509ff44ea8bca4a3bc9451a6a54012a9.jpg,0,0,0,0,1
Severe_71_png.rf.5b4c78a523b391ee9c7754c09f30e3ab.jpg,0,0,0,0,1
Moderate_443_png.rf.5e190a4614de80ef6c5aedd26d65a36c.jpg,0,0,1,0,0
Severe_7_png.rf.658640fdec8b94f9b4e47a0b5fdd2fac.jpg,0,0,0,0,1
Severe_166_png.rf.682ea57049e8f1879bca759d54b40ff6.jpg,0,0,0,0,1
Severe_74_png.rf.74940c0f9962ea4e5af0a4415d22a2fd.jpg,0,0,0,0,1
Severe_167_png.rf.930d7278124965e32f6b2c28f4881b6b.jpg,0,0,0,0,1
Severe_16_png.rf.bd938dc01d7a8d263e9e9d9aba8afa36.jpg,0,0,0,0,1
Severe_160_png.rf.d41eb46809c2b5f50711cc19c70b7b0c.jpg,0,0,0,0,1
Severe_159_png.rf.e68e28d3b89645208d4189b2c8ae74b9.jpg,0,0,0,0,1
Severe_72_png.rf.eb79736fed4bc92da859b56d46bb2048.jpg,0,0,0,0,1
Severe_164_png.rf.f18fc6035073e57b33dffd4c92e3b1a5.jpg,0,0,0,0,1
Severe_4_png.rf.172590c618b5c408880416cee2a8d4f3.jpg,0,0,0,0,1
Severe_40_png.rf.3223e238b36aee29900b9b6306f8199b.jpg,0,0,0,0,1
Severe_55_png.rf.40899689bbf50fc461f9def6c38ac795.jpg,0,0,0,0,1
Severe_50_png.rf.4e68ae34d3fb280a2c1fab4f8d3c0614.jpg,0,0,0,0,1
Severe_57_png.rf.55f7b7952619a3fd3df8006e37475056.jpg,0,0,0,0,1
Severe_42_png.rf.6c74da496628c6c2b518634bf8c5f007.jpg,0,0,0,0,1
Severe_58_png.rf.82220d95e2b619e3422feda3187feea1.jpg,0,0,0,0,1
Severe_61_png.rf.82d0429df95c176b3fc8f3f9c66396ef.jpg,0,0,0,0,1
Severe_46_png.rf.8f232b03df9c699246966a1a88871619.jpg,0,0,0,0,1
Severe_5_png.rf.90ce60c06d99c90c31d4de76343d95b7.jpg,0,0,0,0,1
Severe_49_png.rf.9f29890449eb8cb8fd742ed8df313bc6.jpg,0,0,0,0,1
Severe_38_png.rf.b2eee44508e933f251717a119997473a.jpg,0,0,0,0,1
Severe_6_png.rf.b46b157a0de7d20d7dc913d6bfd4905b.jpg,0,0,0,0,1
Severe_45_png.rf.ce9ee0cc51630b2808a1c069b7716b07.jpg,0,0,0,0,1
Severe_54_png.rf.d41004b865cda0d1d94fe226288b19ff.jpg,0,0,0,0,1
Severe_56_png.rf.d7544e87ec52c297a62c06dbac79fb71.jpg,0,0,0,0,1
Severe_44_png.rf.e2e15f7db88c84242752ea176aa69461.jpg,0,0,0,0,1
Severe_47_png.rf.e75476ea449fe278e64f14e29dffa501.jpg,0,0,0,0,1
Severe_53_png.rf.e7d6b1c7ba85fae7429f16d1a9a4e519.jpg,0,0,0,0,1
Severe_39_png.rf.f54d0d47b1e332591bc9bd17231ef13e.jpg,0,0,0,0,1
Severe_61_png.rf.093d8dadcee2d41a1037675062ef8637.jpg,0,0,0,0,1
Severe_54_png.rf.4ea22c739135135a97341a35336cf5f2.jpg,0,0,0,0,1
Moderate_337_png.rf.53d6842bcf4f693956d4edf08f76e50d.jpg,0,0,1,0,0
Severe_56_png.rf.57343e7b19362ff3b43b9ff326c26e8c.jpg,0,0,0,0,1
Severe_6_png.rf.6b3cd2291d2dab25481821af0bc855d2.jpg,0,0,0,0,1
Moderate_331_png.rf.6ef9c76388d962a2800f6e1a1408ce63.jpg,0,0,1,0,0
Severe_68_png.rf.79a8ad2195a5b62199daecd909d9efec.jpg,0,0,0,0,1
Severe_7_png.rf.81cfa3f76c5e26b5f765ac0f0fba21e2.jpg,0,0,0,0,1
Severe_69_png.rf.888cd5820ff81f3997ec4230d3d8a841.jpg,0,0,0,0,1
Moderate_336_png.rf.9c2178b2fb295f8570c084b40e305e99.jpg,0,0,1,0,0
Severe_65_png.rf.9fc9fcf89e4bbc626ea0ffa450e17328.jpg,0,0,0,0,1
Severe_61_png.rf.a2eb3c23193ac780c0cac80f903f2d47.jpg,0,0,0,0,1
Severe_55_png.rf.a45b88a62faa58cc5c837912281978f2.jpg,0,0,0,0,1
Moderate_456_png.rf.aa1c124730752bb3b9db1a73a86d5415.jpg,0,0,1,0,0
Moderate_343_png.rf.aba0806d3433f45aa3a8d7145ed4a823.jpg,0,0,1,0,0
Severe_53_png.rf.b3a581358b46943f58b972ea946df01a.jpg,0,0,0,0,1
Severe_64_png.rf.b61905e921796785ba80cc746f68a71a.jpg,0,0,0,0,1
Moderate_334_png.rf.bdfdf5e0545a72dea66586112b5f3c1b.jpg,0,0,1,0,0
Severe_52_png.rf.c11c2e2839c47c79c9c41d8c1695d11b.jpg,0,0,0,0,1
Moderate_332_png.rf.ec92aa981fa7e7908a3d912b816181f7.jpg,0,0,1,0,0
Moderate_454_png.rf.26c7ae11bf17b332cc0912333b33f690.jpg,0,0,1,0,0
Severe_86_png.rf.4434d17ca7cf861141b40f9d852ef2a8.jpg,0,0,0,0,1
Moderate_453_png.rf.4895edcb9f3459e6e948aadb95148a1c.jpg,0,0,1,0,0
Moderate_270_png.rf.4917052f8a1d9fa1a736b8c308e48601.jpg,0,0,1,0,0
Moderate_453_png.rf.5845bd0b01a23eec4336143908d9fc3b.jpg,0,0,1,0,0
Moderate_279_png.rf.5dcbfd0b42b7867ef4f467958cae1f22.jpg,0,0,1,0,0
Moderate_449_png.rf.6610c37055520e3ca7163988a0c8b656.jpg,0,0,1,0,0
Moderate_446_png.rf.92415b001fe16baf5a749547fbb1d3d6.jpg,0,0,1,0,0
Severe_84_png.rf.a176f2b33ef49594721493a8826619a5.jpg,0,0,0,0,1
Moderate_275_png.rf.a5eb3542d9fd13f4bb9fe916af6a4201.jpg,0,0,1,0,0
Moderate_439_png.rf.c1dff25602d04e6cb04dcbb94023f749.jpg,0,0,1,0,0
Moderate_445_png.rf.d06d44585f8cebd462c2405e75ee0597.jpg,0,0,1,0,0
Moderate_448_png.rf.d438ca03d2e125aa6ec69aafc8476f2e.jpg,0,0,1,0,0
Moderate_271_png.rf.dba4aec3b2c56f676909c78dba2143c7.jpg,0,0,1,0,0
Moderate_443_png.rf.ddad2f0ec6f037589cc1d963060680f7.jpg,0,0,1,0,0
